"id","genus","species","latbi","commonName","plantNickname","symbol","year","budburst","increasingLeafSize","leafout","flowers","openFlowers","pollenRelease","fruits","ripeFruits","recentFruitorSeedDrop","coloredLeaves","DBH","accessionDate","lat","long"
"PODE_22099_A","Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A","PODE3",2019,123,128,248,104,NA,NA,NA,NA,NA,229,58,"07-01-1911",42.29378479,-71.124621
"PODE_22099_A","Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A","PODE3",2021,123,123,123,99,113,NA,NA,NA,NA,243,58,"07-01-1911",42.29378479,-71.124621
"PODE_22099_A","Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A","PODE3",2022,123,128,128,105,114,114,NA,NA,NA,269,58,"07-01-1911",42.29378479,-71.124621
"PODE_22099_A","Populus","deltoides","Populus deltoides","Eastern cottonwood","22099*A","PODE3",2024,120,120,120,105,112,112,NA,NA,NA,245,58,"07-01-1911",42.29378479,-71.124621
"QUAL_21815_E","Quercus","alba","Quercus alba","White oak","21815*E","QUAL",2019,117,126,127,NA,NA,NA,183,NA,NA,268,73.3,"07-01-1931",42.29918666,-71.12348625
"QUAL_227-2011_A","Quercus","alba","Quercus alba","White oak","227-2011*A","QUAL",2019,117,126,127,NA,NA,NA,NA,NA,NA,268,66.1,"07-26-2011",42.29933201,-71.12435358
"QUAL_22886_D","Quercus","alba","Quercus alba","White oak","22886*D","QUAL",2017,110,131,119,127,127,NA,NA,NA,288,257,87.2,"07-01-1950",42.29940788,-71.12438014
"QUAL_22886_D","Quercus","alba","Quercus alba","White oak","22886*D","QUAL",2019,117,126,127,126,NA,NA,NA,NA,NA,260,87.2,"07-01-1950",42.29940788,-71.12438014
"QUAL_358-82_A","Quercus","alba","Quercus alba","White oak","358-82*A","QUAL",2017,117,124,124,NA,NA,NA,266,266,264,291,38.4,"03-25-1982",42.29920928,-71.12373613
"QUAL_358-82_A","Quercus","alba","Quercus alba","White oak","358-82*A","QUAL",2018,122,126,123,131,NA,NA,NA,NA,274,282,38.4,"03-25-1982",42.29920928,-71.12373613
"QUAL_358-82_A","Quercus","alba","Quercus alba","White oak","358-82*A","QUAL",2019,111,126,127,129,NA,NA,NA,NA,NA,286,38.4,"03-25-1982",42.29920928,-71.12373613
"QUAL_358-82_A","Quercus","alba","Quercus alba","White oak","358-82*A","QUAL",2024,121,128,128,NA,NA,NA,NA,NA,NA,277,38.4,"03-25-1982",42.29920928,-71.12373613
"QUAL_611-2010_A","Quercus","alba","Quercus alba","White oak","611-2010*A","QUAL",2017,117,120,120,NA,NA,NA,260,260,260,288,75.7,"11-15-2010",42.29281823,-71.12903099
"QUAL_611-2010_A","Quercus","alba","Quercus alba","White oak","611-2010*A","QUAL",2019,113,209,248,NA,NA,NA,NA,NA,248,287,75.7,"11-15-2010",42.29281823,-71.12903099
"QUAL_611-2010_A","Quercus","alba","Quercus alba","White oak","611-2010*A","QUAL",2021,113,117,117,NA,NA,NA,NA,NA,NA,289,75.7,"11-15-2010",42.29281823,-71.12903099
"QUAL_611-2010_A","Quercus","alba","Quercus alba","White oak","611-2010*A","QUAL",2022,117,128,128,NA,NA,NA,NA,NA,NA,281,75.7,"11-15-2010",42.29281823,-71.12903099
"QUAL_611-2010_A","Quercus","alba","Quercus alba","White oak","611-2010*A","QUAL",2024,116,123,123,NA,NA,NA,NA,NA,NA,277,75.7,"11-15-2010",42.29281823,-71.12903099
"QURU_11253_A","Quercus","rubra","Quercus rubra","Northern red oak","11253*A","QURU",2018,122,125,125,128,130,131,NA,NA,NA,282,69.5,"01-13-1917",42.30002036,-71.12432118
"QURU_11253_A","Quercus","rubra","Quercus rubra","Northern red oak","11253*A","QURU",2019,110,128,128,126,NA,NA,190,260,NA,260,69.5,"01-13-1917",42.30002036,-71.12432118
"QURU_5859_A","Quercus","rubra","Quercus rubra","Northern red oak","5859*A","QURU",2017,121,124,117,NA,NA,NA,NA,NA,NA,272,80.7,"09-02-1908",42.29994632,-71.12375725
"QURU_5859_A","Quercus","rubra","Quercus rubra","Northern red oak","5859*A","QURU",2018,122,122,122,136,135,NA,NA,NA,NA,264,80.7,"09-02-1908",42.29994632,-71.12375725
"QURU_5859_A","Quercus","rubra","Quercus rubra","Northern red oak","5859*A","QURU",2019,107,113,113,121,NA,NA,NA,NA,NA,260,80.7,"09-02-1908",42.29994632,-71.12375725
"QURU_5859_B","Quercus","rubra","Quercus rubra","Northern red oak","5859*B","QURU",2017,110,113,113,NA,NA,NA,NA,NA,NA,272,92.6,"09-02-1908",42.2999613,-71.12363106
"QURU_5859_B","Quercus","rubra","Quercus rubra","Northern red oak","5859*B","QURU",2018,118,122,122,128,129,NA,208,NA,251,272,92.6,"09-02-1908",42.2999613,-71.12363106
"QURU_5859_B","Quercus","rubra","Quercus rubra","Northern red oak","5859*B","QURU",2019,107,113,113,121,NA,NA,158,NA,NA,260,92.6,"09-02-1908",42.2999613,-71.12363106
"QURU_8197_A","Quercus","rubra","Quercus rubra","Northern red oak","8197*A","QURU",2018,122,125,123,128,130,131,260,NA,305,282,66.2,"07-01-1916",42.2999685,-71.12424385
"QURU_8197_A","Quercus","rubra","Quercus rubra","Northern red oak","8197*A","QURU",2019,107,128,128,129,NA,NA,NA,NA,NA,268,66.2,"07-01-1916",42.2999685,-71.12424385
"TIAM_1323-82_A","Tilia","americana","Tilia americana","American basswood","1323-82*A","TIAM",2017,107,107,107,161,NA,NA,184,241,231,295,94.3,"10-08-1982",42.29514117,-71.12601307
"TIAM_1323-82_A","Tilia","americana","Tilia americana","American basswood","1323-82*A","TIAM",2018,121,124,122,141,177,NA,276,236,308,276,94.3,"10-08-1982",42.29514117,-71.12601307
"TIAM_1323-82_A","Tilia","americana","Tilia americana","American basswood","1323-82*A","TIAM",2021,110,117,117,168,NA,NA,183,NA,NA,281,94.3,"10-08-1982",42.29514117,-71.12601307
"TIAM_1323-82_A","Tilia","americana","Tilia americana","American basswood","1323-82*A","TIAM",2022,106,117,210,148,176,NA,210,210,210,NA,94.3,"10-08-1982",42.29514117,-71.12601307
"TIAM_1323-82_A","Tilia","americana","Tilia americana","American basswood","1323-82*A","TIAM",2023,94,NA,112,157,NA,NA,298,298,NA,298,94.3,"10-08-1982",42.29514117,-71.12601307
"TIAM_1323-82_A","Tilia","americana","Tilia americana","American basswood","1323-82*A","TIAM",2024,109,116,116,134,NA,NA,262,262,262,273,94.3,"10-08-1982",42.29514117,-71.12601307
"TIAM_17527_D","Tilia","americana","Tilia americana","American basswood","17527*D","TIAM",2016,105,136,115,152,189,NA,318,318,293,269,68.1,"11-15-1897",42.3051232,-71.12189286
"TIAM_17527_D","Tilia","americana","Tilia americana","American basswood","17527*D","TIAM",2017,106,117,107,127,173,NA,NA,NA,NA,234,68.1,"11-15-1897",42.3051232,-71.12189286
"TIAM_17527_D","Tilia","americana","Tilia americana","American basswood","17527*D","TIAM",2020,108,119,119,169,NA,NA,189,NA,NA,250,68.1,"11-15-1897",42.3051232,-71.12189286
"TIAM_17527_D","Tilia","americana","Tilia americana","American basswood","17527*D","TIAM",2021,108,109,109,126,NA,NA,201,211,270,211,68.1,"11-15-1897",42.3051232,-71.12189286
"TIAM_17527_D","Tilia","americana","Tilia americana","American basswood","17527*D","TIAM",2022,107,117,107,138,NA,NA,188,NA,NA,236,68.1,"11-15-1897",42.3051232,-71.12189286
"TIAM_17527_D","Tilia","americana","Tilia americana","American basswood","17527*D","TIAM",2023,104,104,104,NA,NA,NA,173,235,250,231,68.1,"11-15-1897",42.3051232,-71.12189286
"TIAM_17538_A","Tilia","americana","Tilia americana","American basswood","17538*A","TIAM",2017,109,116,116,185,185,NA,184,224,224,270,105.9,"09-15-1906",42.29325928,-71.12871082
"TIAM_17538_A","Tilia","americana","Tilia americana","American basswood","17538*A","TIAM",2018,123,124,124,NA,NA,NA,246,246,260,276,105.9,"09-15-1906",42.29325928,-71.12871082
"TIAM_17538_A","Tilia","americana","Tilia americana","American basswood","17538*A","TIAM",2021,113,117,117,131,NA,NA,183,NA,NA,285,105.9,"09-15-1906",42.29325928,-71.12871082
"TIAM_17538_A","Tilia","americana","Tilia americana","American basswood","17538*A","TIAM",2022,106,123,123,142,NA,NA,NA,NA,NA,NA,105.9,"09-15-1906",42.29325928,-71.12871082
"TIAM_17538_A","Tilia","americana","Tilia americana","American basswood","17538*A","TIAM",2023,94,112,112,143,NA,NA,193,NA,212,NA,105.9,"09-15-1906",42.29325928,-71.12871082
"TIAM_17538_A","Tilia","americana","Tilia americana","American basswood","17538*A","TIAM",2024,109,119,119,141,NA,NA,NA,NA,NA,254,105.9,"09-15-1906",42.29325928,-71.12871082
"TIAM_19804_A","Tilia","americana","Tilia americana","American basswood","19804*A","TIAM",2016,111,122,115,154,182,NA,262,262,290,252,80.5,"07-01-1916",42.30440146,-71.12199832
"TIAM_19804_A","Tilia","americana","Tilia americana","American basswood","19804*A","TIAM",2017,107,119,113,143,NA,NA,193,234,NA,234,80.5,"07-01-1916",42.30440146,-71.12199832
"TIAM_19804_A","Tilia","americana","Tilia americana","American basswood","19804*A","TIAM",2018,118,144,121,149,NA,NA,199,234,257,231,80.5,"07-01-1916",42.30440146,-71.12199832
"TIAM_19804_A","Tilia","americana","Tilia americana","American basswood","19804*A","TIAM",2019,109,112,114,161,185,NA,314,314,262,243,80.5,"07-01-1916",42.30440146,-71.12199832
"TIAM_19804_A","Tilia","americana","Tilia americana","American basswood","19804*A","TIAM",2020,120,126,169,147,NA,NA,220,220,203,250,80.5,"07-01-1916",42.30440146,-71.12199832
"TIAM_7141_A","Tilia","americana","Tilia americana","American basswood","7141*A","TIAM",2016,111,122,115,154,179,NA,255,262,282,215,58.9,"12-15-1912",42.30415322,-71.12252621
"TIAM_7141_A","Tilia","americana","Tilia americana","American basswood","7141*A","TIAM",2017,107,110,107,127,172,NA,186,234,234,301,58.9,"12-15-1912",42.30415322,-71.12252621
"TIAM_7141_A","Tilia","americana","Tilia americana","American basswood","7141*A","TIAM",2019,109,111,111,138,178,NA,190,227,262,243,58.9,"12-15-1912",42.30415322,-71.12252621
"TIAM_7141_A","Tilia","americana","Tilia americana","American basswood","7141*A","TIAM",2020,112,126,126,NA,NA,NA,253,253,213,250,58.9,"12-15-1912",42.30415322,-71.12252621
"TIAM_7141_A","Tilia","americana","Tilia americana","American basswood","7141*A","TIAM",2021,114,114,114,NA,NA,NA,276,276,261,247,58.9,"12-15-1912",42.30415322,-71.12252621
"TIAM_7141_A","Tilia","americana","Tilia americana","American basswood","7141*A","TIAM",2022,107,117,117,145,172,NA,188,230,244,250,58.9,"12-15-1912",42.30415322,-71.12252621
"TIAM_7141_A","Tilia","americana","Tilia americana","American basswood","7141*A","TIAM",2023,104,108,108,118,NA,NA,194,235,235,256,58.9,"12-15-1912",42.30415322,-71.12252621
