"","id","year","genus","species","latbi","commonName","plantNickname","budburst","leafout","coloredLeaves","DBH","lengthMM","accessionDate","pgs","fgs","budburstGDD5","leafoutGDD5","leafcolorGDD5","pgsGDD5","fgsGDD5","budburstGDD10","leafoutGDD10","leafcolorGDD10","pgsGDD10","fgsGDD10","pgsGDD10AVG"
"289","QUAL_358-82_A",2018,"Quercus","alba","Quercus alba","White oak","358-82*A",122,123,282,38.4,4.7498,"03-25-1982",159,160,271.027777777778,291.277777777778,2732.31666666667,2441.03888888889,2461.28888888889,114.169444444444,129.419444444444,1795.96666666667,1666.54722222222,1681.79722222222,1657.72222222222
"290","QUAL_358-82_A",2019,"Quercus","alba","Quercus alba","White oak","358-82*A",111,127,286,38.4,6.0706,"03-25-1982",159,175,228.5,309.558333333334,2602.28333333333,2292.725,2373.78333333333,101.872222222222,133.494444444445,1671.61666666667,1538.12222222222,1569.74444444444,1482.94444444445
"291","QUAL_358-82_A",2020,"Quercus","alba","Quercus alba","White oak","358-82*A",NA,126,273,38.4,3.7846,"03-25-1982",147,NA,NA,294.888888888889,2579.38888888889,2284.5,NA,NA,109.805555555556,1714.55555555555,1604.75,NA,1593.13888888889
"292","QUAL_358-82_A",2024,"Quercus","alba","Quercus alba","White oak","358-82*A",121,128,277,38.4,4.6101,"03-25-1982",149,156,267.527777777778,321.833333333333,2615.69444444444,2293.86111111111,2348.16666666666,106.694444444444,133.833333333333,1694.05555555556,1560.22222222222,1587.36111111111,1560.22222222222
"306","QUAL_611-2010_A",2016,"Quercus","alba","Quercus alba","White oak","611-2010*A",115,133,280,75.7,1.1938,"11-15-2010",147,165,294.011111111111,392.922222222222,2728.03333333333,2335.11111111111,2434.02222222222,129.511111111111,174.775,1792.975,1618.2,1663.46388888889,1625.11666666667
"307","QUAL_611-2010_A",2017,"Quercus","alba","Quercus alba","White oak","611-2010*A",117,120,288,75.7,1.3081,"11-15-2010",168,171,290.847222222222,332.116666666667,2696.12777777778,2364.01111111111,2405.28055555556,129.747222222222,157.522222222222,1728.77222222222,1571.25,1599.025,1500.36388888889
"308","QUAL_611-2010_A",2018,"Quercus","alba","Quercus alba","White oak","611-2010*A",NA,124,287,75.7,1.2446,"11-15-2010",163,NA,NA,310.475,2778.725,2468.25,NA,NA,143.616666666667,1823.56666666667,1679.95,NA,1643.525
"309","QUAL_611-2010_A",2019,"Quercus","alba","Quercus alba","White oak","611-2010*A",113,123,287,75.7,1.1049,"11-15-2010",164,174,240.661111111111,284.333333333333,2611.86666666667,2327.53333333333,2371.20555555556,105.738888888889,122.044444444445,1677.20277777778,1555.15833333333,1571.46388888889,1494.39444444444
"310","QUAL_611-2010_A",2020,"Quercus","alba","Quercus alba","White oak","611-2010*A",123,125,272,75.7,1.3335,"11-15-2010",147,149,265.777777777778,290.027777777778,2562.77777777778,2272.75,2297,92.1388888888889,107.444444444444,1702.94444444444,1595.5,1610.80555555555,1595.5
"311","QUAL_611-2010_A",2021,"Quercus","alba","Quercus alba","White oak","611-2010*A",113,117,289,75.7,1.7145,"11-15-2010",172,176,231.972222222222,258.472222222222,2740.27777777778,2481.80555555555,2508.30555555555,104.972222222222,118.5,1776.33333333333,1657.83333333333,1671.36111111111,1657.83333333333
"312","QUAL_611-2010_A",2022,"Quercus","alba","Quercus alba","White oak","611-2010*A",117,128,281,75.7,1.3335,"11-15-2010",153,164,286.083333333333,347.583333333333,2713.25,2365.66666666667,2427.16666666667,117.583333333333,142.194444444445,1764.08333333333,1621.88888888889,1646.5,1621.88888888889
"313","QUAL_611-2010_A",2023,"Quercus","alba","Quercus alba","White oak","611-2010*A",NA,112,289,75.7,1.8034,"11-15-2010",177,NA,NA,283.527777777778,2693.22222222222,2409.69444444444,NA,NA,104.611111111111,1701.80555555555,1597.19444444444,NA,1597.19444444444
"314","QUAL_611-2010_A",2024,"Quercus","alba","Quercus alba","White oak","611-2010*A",116,123,277,75.7,1.3208,"11-15-2010",154,161,230.111111111111,282.222222222222,2615.69444444444,2333.47222222222,2385.58333333333,86.1666666666666,114.083333333333,1694.05555555556,1579.97222222222,1607.88888888889,1579.97222222222
"1","QURU_11253_A",2016,"Quercus","rubra","Quercus rubra","Northern red oak","11253*A",127,NA,282,69.5,1.7526,"01-13-1917",NA,155,343.369444444445,NA,2748.50277777778,NA,2405.13333333333,145.972222222222,NA,1805.56388888889,NA,1659.59166666667,NA
"2","QURU_11253_A",2017,"Quercus","rubra","Quercus rubra","Northern red oak","11253*A",119,124,270,69.5,1.5748,"01-13-1917",146,151,324.725,355.761111111111,2490.41388888889,2134.65277777778,2165.68888888889,153.625,168.916666666667,1600.68055555556,1431.76388888889,1447.05555555556,1462.16111111111
"3","QURU_11253_A",2018,"Quercus","rubra","Quercus rubra","Northern red oak","11253*A",122,125,282,69.5,1.9939,"01-13-1917",157,160,271.027777777778,324.438888888889,2732.31666666667,2407.87777777778,2461.28888888889,114.169444444444,152.580555555556,1795.96666666667,1643.38611111111,1681.79722222222,1601.51944444444
"4","QURU_11253_A",2019,"Quercus","rubra","Quercus rubra","Northern red oak","11253*A",110,128,260,69.5,2.0193,"01-13-1917",132,150,216.791666666667,317.994444444445,2321.825,2003.83055555556,2105.03333333333,95.163888888889,137.486111111111,1506.08888888889,1368.60277777778,1410.925,1376.64722222222
"298","QURU_5859_A",2016,"Quercus","rubra","Quercus rubra","Northern red oak","5859*A",115,127,282,80.7,1.905,"09-02-1908",155,167,294.011111111111,343.369444444445,2748.50277777778,2405.13333333333,2454.49166666667,129.511111111111,145.972222222222,1805.56388888889,1659.59166666667,1676.05277777778,1663.34722222222
"299","QURU_5859_A",2017,"Quercus","rubra","Quercus rubra","Northern red oak","5859*A",110,117,272,80.7,1.8796,"09-02-1908",155,162,251.691666666667,290.847222222222,2513.30277777778,2222.45555555555,2261.61111111111,112.425,129.747222222222,1614.47222222222,1484.725,1502.04722222222,1501.33055555556
"300","QURU_5859_A",2018,"Quercus","rubra","Quercus rubra","Northern red oak","5859*A",122,122,264,80.7,1.7653,"09-02-1908",142,142,271.027777777778,271.027777777778,2543.375,2272.34722222222,2272.34722222222,114.169444444444,114.169444444444,1690.14444444444,1575.975,1575.975,1639.93055555556
"301","QURU_5859_A",2019,"Quercus","rubra","Quercus rubra","Northern red oak","5859*A",107,113,260,80.7,1.8542,"09-02-1908",147,153,182.938888888889,240.661111111111,2321.825,2081.16388888889,2138.88611111111,73.8111111111112,105.738888888889,1506.08888888889,1400.35,1432.27777777778,1408.39444444445
"302","QURU_5859_B",2016,"Quercus","rubra","Quercus rubra","Northern red oak","5859*B",115,127,282,92.6,1.5748,"09-02-1908",155,167,294.011111111111,343.369444444445,2748.50277777778,2405.13333333333,2454.49166666667,129.511111111111,145.972222222222,1805.56388888889,1659.59166666667,1676.05277777778,1663.34722222222
"303","QURU_5859_B",2017,"Quercus","rubra","Quercus rubra","Northern red oak","5859*B",110,113,272,92.6,2.0701,"09-02-1908",159,162,251.691666666667,261.322222222222,2513.30277777778,2251.98055555555,2261.61111111111,112.425,116.202777777778,1614.47222222222,1498.26944444444,1502.04722222222,1514.875
"304","QURU_5859_B",2018,"Quercus","rubra","Quercus rubra","Northern red oak","5859*B",118,122,272,92.6,2.6162,"09-02-1908",150,154,237.494444444444,271.027777777778,2630.55277777778,2359.525,2393.05833333333,93.475,114.169444444444,1739.34722222222,1625.17777777778,1645.87222222222,1639.93055555556
"305","QURU_5859_B",2019,"Quercus","rubra","Quercus rubra","Northern red oak","5859*B",107,113,260,92.6,1.8288,"09-02-1908",147,153,182.938888888889,240.661111111111,2321.825,2081.16388888889,2138.88611111111,73.8111111111112,105.738888888889,1506.08888888889,1400.35,1432.27777777778,1408.39444444445
"342","QURU_8197_A",2016,"Quercus","rubra","Quercus rubra","Northern red oak","8197*A",115,130,289,66.2,2.032,"07-01-1916",159,174,294.011111111111,361.85,2797,2435.15,2502.98888888889,129.511111111111,154.258333333333,1831.58333333333,1677.325,1702.07222222222,1655.06111111111
"343","QURU_8197_A",2017,"Quercus","rubra","Quercus rubra","Northern red oak","8197*A",110,119,291,66.2,2.159,"07-01-1916",172,181,251.691666666667,324.725,2718.70555555556,2393.98055555556,2467.01388888889,112.425,153.625,1742.33055555556,1588.70555555556,1629.90555555556,1477.45277777778
"344","QURU_8197_A",2018,"Quercus","rubra","Quercus rubra","Northern red oak","8197*A",122,123,282,66.2,2.667,"07-01-1916",159,160,271.027777777778,291.277777777778,2732.31666666667,2441.03888888889,2461.28888888889,114.169444444444,129.419444444444,1795.96666666667,1666.54722222222,1681.79722222222,1624.68055555556
"345","QURU_8197_A",2019,"Quercus","rubra","Quercus rubra","Northern red oak","8197*A",107,128,268,66.2,2.3495,"07-01-1916",140,161,182.938888888889,317.994444444445,2428.66944444445,2110.675,2245.73055555556,73.8111111111112,137.486111111111,1578.60555555556,1441.11944444444,1504.79444444445,1376.64722222222
"143","TIAM_1323-82_A",2015,"Tilia","americana","Tilia americana","American basswood","1323-82*A",NA,NA,256,94.3,9.779,"10-08-1982",NA,NA,NA,NA,2311.84722222222,NA,NA,NA,NA,1548.94722222222,NA,NA,NA
"144","TIAM_1323-82_A",2016,"Tilia","americana","Tilia americana","American basswood","1323-82*A",94,118,311,94.3,6.5151,"10-08-1982",193,217,197.372222222222,310.275,2945,2634.725,2747.62777777778,84.1138888888889,137.736111111111,1906.48055555556,1768.74444444445,1822.36666666667,1573.65
"145","TIAM_1323-82_A",2017,"Tilia","americana","Tilia americana","American basswood","1323-82*A",98,107,295,94.3,7.874,"10-08-1982",188,197,149.3,239.694444444445,2762.82222222222,2523.12777777778,2613.52222222222,52.1333333333334,108.530555555556,1769.05277777778,1660.52222222222,1716.91944444444,1438.05833333333
"146","TIAM_1323-82_A",2018,"Tilia","americana","Tilia americana","American basswood","1323-82*A",121,122,276,94.3,8.5979,"10-08-1982",154,155,253.175,271.027777777778,2667.93333333333,2396.90555555556,2414.75833333333,101.316666666667,114.169444444444,1757.98055555556,1643.81111111111,1656.66388888889,1582.69444444444
"147","TIAM_1323-82_A",2019,"Tilia","americana","Tilia americana","American basswood","1323-82*A",115,115,278,94.3,11.7475,"10-08-1982",163,163,253.602777777778,253.602777777778,2533.27777777778,2279.675,2279.675,112.269444444445,112.269444444445,1638.23333333333,1525.96388888889,1525.96388888889,1381.94722222222
"148","TIAM_1323-82_A",2020,"Tilia","americana","Tilia americana","American basswood","1323-82*A",116,125,261,94.3,8.7757,"10-08-1982",136,145,234.027777777778,290.027777777778,2437.36111111111,2147.33333333333,2203.33333333333,79.6944444444445,107.444444444444,1623.44444444444,1516,1543.75,1468.52777777778
"149","TIAM_1323-82_A",2021,"Tilia","americana","Tilia americana","American basswood","1323-82*A",110,117,281,94.3,10.541,"10-08-1982",164,171,218.333333333333,258.472222222222,2640.47222222222,2382,2422.13888888889,97.3333333333333,118.5,1716.52777777778,1598.02777777778,1619.19444444444,1390.72222222222
"150","TIAM_1323-82_A",2022,"Tilia","americana","Tilia americana","American basswood","1323-82*A",106,117,NA,94.3,9.6139,"10-08-1982",NA,NA,236.611111111111,286.083333333333,NA,NA,NA,99.0277777777778,117.583333333333,NA,NA,NA,1383.83333333333
"151","TIAM_1323-82_A",2023,"Tilia","americana","Tilia americana","American basswood","1323-82*A",94,112,298,94.3,10.0584,"10-08-1982",186,204,164.638888888889,283.527777777778,2764.88888888889,2481.36111111111,2600.25,45.9722222222222,104.611111111111,1736.77777777778,1632.16666666667,1690.80555555556,1445.25
"152","TIAM_1323-82_A",2024,"Tilia","americana","Tilia americana","American basswood","1323-82*A",109,116,273,94.3,6.7056,"10-08-1982",157,164,193.833333333333,230.111111111111,2575.52777777778,2345.41666666666,2381.69444444444,68.5277777777777,86.1666666666666,1672.91666666667,1586.75,1604.38888888889,1362.52777777778
"187","TIAM_17527_D",2015,"Tilia","americana","Tilia americana","American basswood","17527*D",NA,NA,230,68.1,1.6383,"11-15-1897",NA,NA,NA,NA,1845.325,NA,NA,NA,NA,1212.425,NA,NA,NA
"188","TIAM_17527_D",2016,"Tilia","americana","Tilia americana","American basswood","17527*D",105,115,269,68.1,1.2065,"11-15-1897",154,164,226.336111111111,294.011111111111,2627.86111111111,2333.85,2401.525,93.0361111111111,129.511111111111,1740.94166666667,1611.43055555556,1647.90555555556,1581.875
"189","TIAM_17527_D",2017,"Tilia","americana","Tilia americana","American basswood","17527*D",106,107,234,68.1,0.8509,"11-15-1897",127,128,227.408333333333,239.694444444445,1969.96111111111,1730.26666666667,1742.55277777778,101.244444444444,108.530555555556,1258.09444444445,1149.56388888889,1156.85,1438.05833333333
"190","TIAM_17527_D",2018,"Tilia","americana","Tilia americana","American basswood","17527*D",118,122,234,68.1,0.7366,"11-15-1897",112,116,237.494444444444,271.027777777778,2046.82777777778,1775.8,1809.33333333333,93.475,114.169444444444,1343.59722222222,1229.42777777778,1250.12222222222,1582.69444444444
"191","TIAM_17527_D",2019,"Tilia","americana","Tilia americana","American basswood","17527*D",111,111,270,68.1,0.5715,"11-15-1897",159,159,228.5,228.5,2455.125,2226.625,2226.625,101.872222222222,101.872222222222,1595.06111111111,1493.18888888889,1493.18888888889,1392.34444444445
"192","TIAM_17527_D",2020,"Tilia","americana","Tilia americana","American basswood","17527*D",108,119,250,68.1,0.9398,"11-15-1897",131,142,211.25,238.388888888889,2283.94444444444,2045.55555555555,2072.69444444444,71.5000000000001,79.6944444444445,1522.97222222222,1443.27777777778,1451.47222222222,1496.27777777778
"193","TIAM_17527_D",2021,"Tilia","americana","Tilia americana","American basswood","17527*D",108,109,211,68.1,1.0541,"11-15-1897",102,103,200.972222222222,208.583333333333,1562.41666666667,1353.83333333333,1361.44444444444,85.4722222222222,90.5833333333333,983.027777777778,892.444444444444,897.555555555556,1418.63888888889
"194","TIAM_17527_D",2022,"Tilia","americana","Tilia americana","American basswood","17527*D",107,107,236,68.1,1.2573,"11-15-1897",129,129,238.666666666667,238.666666666667,2141.77777777778,1903.11111111111,1903.11111111111,99.0277777777778,99.0277777777778,1404.97222222222,1305.94444444444,1305.94444444444,1402.38888888889
"195","TIAM_17527_D",2023,"Tilia","americana","Tilia americana","American basswood","17527*D",104,104,231,68.1,1.2827,"11-15-1897",127,127,242.75,242.75,1924.25,1681.5,1681.5,91.6388888888889,91.6388888888889,1206.66666666667,1115.02777777778,1115.02777777778,1458.22222222222
"196","TIAM_17527_D",2024,"Tilia","americana","Tilia americana","American basswood","17527*D",NA,111,227,68.1,1.2319,"11-15-1897",116,NA,NA,205.166666666667,1937,1731.83333333333,NA,NA,73.7222222222222,1263.94444444444,1190.22222222222,NA,1374.97222222222
"197","TIAM_17538_A",2016,"Tilia","americana","Tilia americana","American basswood","17538*A",94,118,280,105.9,0.5461,"09-15-1906",162,186,197.372222222222,310.275,2728.03333333333,2417.75833333333,2530.66111111111,84.1138888888889,137.736111111111,1792.975,1655.23888888889,1708.86111111111,1573.65
"198","TIAM_17538_A",2017,"Tilia","americana","Tilia americana","American basswood","17538*A",109,116,270,105.9,0.8763,"09-15-1906",154,161,246.361111111111,281.111111111111,2490.41388888889,2209.30277777778,2244.05277777778,110.197222222222,125.011111111111,1600.68055555556,1475.66944444444,1490.48333333333,1421.57777777778
"199","TIAM_17538_A",2018,"Tilia","americana","Tilia americana","American basswood","17538*A",123,124,276,105.9,1.5875,"09-15-1906",152,153,291.277777777778,310.475,2667.93333333333,2357.45833333333,2376.65555555556,129.419444444444,143.616666666667,1757.98055555556,1614.36388888889,1628.56111111111,1553.24722222222
"200","TIAM_17538_A",2019,"Tilia","americana","Tilia americana","American basswood","17538*A",113,123,260,105.9,1.6129,"09-15-1906",137,147,240.661111111111,284.333333333333,2321.825,2037.49166666667,2081.16388888889,105.738888888889,122.044444444445,1506.08888888889,1384.04444444445,1400.35,1372.17222222222
"201","TIAM_17538_A",2020,"Tilia","americana","Tilia americana","American basswood","17538*A",123,125,260,105.9,1.397,"09-15-1906",135,137,265.777777777778,290.027777777778,2422.52777777778,2132.5,2156.75,92.1388888888889,107.444444444444,1613.61111111111,1506.16666666667,1521.47222222222,1468.52777777778
"202","TIAM_17538_A",2021,"Tilia","americana","Tilia americana","American basswood","17538*A",113,117,285,105.9,0.9652,"09-15-1906",168,172,231.972222222222,258.472222222222,2686.55555555555,2428.08333333333,2454.58333333333,104.972222222222,118.5,1742.61111111111,1624.11111111111,1637.63888888889,1390.72222222222
"203","TIAM_17538_A",2022,"Tilia","americana","Tilia americana","American basswood","17538*A",106,123,NA,105.9,1.2954,"09-15-1906",NA,NA,236.611111111111,316.333333333333,NA,NA,NA,99.0277777777778,130.777777777778,NA,NA,NA,1370.63888888889
"204","TIAM_17538_A",2023,"Tilia","americana","Tilia americana","American basswood","17538*A",94,112,NA,105.9,1.8415,"09-15-1906",NA,NA,164.638888888889,283.527777777778,NA,NA,NA,45.9722222222222,104.611111111111,NA,NA,NA,1445.25
"205","TIAM_17538_A",2024,"Tilia","americana","Tilia americana","American basswood","17538*A",109,119,254,105.9,3.302,"09-15-1906",135,145,193.833333333333,249.444444444444,2329.5,2080.05555555555,2135.66666666667,68.5277777777777,97.3055555555555,1521.88888888889,1424.58333333333,1453.36111111111,1351.38888888889
"216","TIAM_19804_A",2015,"Tilia","americana","Tilia americana","American basswood","19804*A",NA,NA,255,80.5,2.667,"07-01-1916",NA,NA,NA,NA,2299.14722222222,NA,NA,NA,NA,1541.24722222222,NA,NA,NA
"217","TIAM_19804_A",2016,"Tilia","americana","Tilia americana","American basswood","19804*A",111,115,252,80.5,1.2954,"07-01-1916",137,141,255.144444444444,294.011111111111,2369.15833333333,2075.14722222222,2114.01388888889,105.511111111111,129.511111111111,1564.14722222222,1434.63611111111,1458.63611111111,1581.875
"218","TIAM_19804_A",2017,"Tilia","americana","Tilia americana","American basswood","19804*A",107,113,234,80.5,1.2065,"07-01-1916",121,127,239.694444444445,261.322222222222,1969.96111111111,1708.63888888889,1730.26666666667,108.530555555556,116.202777777778,1258.09444444445,1141.89166666667,1149.56388888889,1430.38611111111
"219","TIAM_19804_A",2018,"Tilia","americana","Tilia americana","American basswood","19804*A",118,121,231,80.5,2.4384,"07-01-1916",110,113,237.494444444444,253.175,2000.04166666667,1746.86666666667,1762.54722222222,93.475,101.316666666667,1311.81111111111,1210.49444444444,1218.33611111111,1595.54722222222
"220","TIAM_19804_A",2019,"Tilia","americana","Tilia americana","American basswood","19804*A",109,114,243,80.5,2.3114,"07-01-1916",129,134,202.997222222222,248.941666666667,2104.28333333333,1855.34166666667,1901.28611111111,86.3694444444445,110.172222222222,1370.50555555556,1260.33333333333,1284.13611111111,1384.04444444445
"221","TIAM_19804_A",2020,"Tilia","americana","Tilia americana","American basswood","19804*A",120,126,250,80.5,1.7272,"07-01-1916",124,130,241.694444444445,294.888888888889,2283.94444444444,1989.05555555555,2042.25,80.5000000000001,109.805555555556,1522.97222222222,1413.16666666667,1442.47222222222,1466.16666666667
"222","TIAM_19804_A",2021,"Tilia","americana","Tilia americana","American basswood","19804*A",114,119,247,80.5,0.889,"07-01-1916",128,133,241.555555555556,270.305555555556,2199.80555555556,1929.5,1958.25,110.861111111111,121.75,1440.41666666667,1318.66666666667,1329.55555555556,1387.47222222222
"332","TIAM_7141_A",2015,"Tilia","americana","Tilia americana","American basswood","7141*A",NA,NA,255,58.9,2.8829,"12-15-1912",NA,NA,NA,NA,2299.14722222222,NA,NA,NA,NA,1541.24722222222,NA,NA,NA
"333","TIAM_7141_A",2016,"Tilia","americana","Tilia americana","American basswood","7141*A",111,115,215,58.9,1.0922,"12-15-1912",100,104,255.144444444444,294.011111111111,1685.38888888889,1391.37777777778,1430.24444444444,105.511111111111,129.511111111111,1065.37777777778,935.866666666667,959.866666666667,1581.875
"334","TIAM_7141_A",2017,"Tilia","americana","Tilia americana","American basswood","7141*A",101,107,301,58.9,1.0033,"12-15-1912",194,200,183.927777777778,239.694444444445,2823.5,2583.80555555556,2639.57222222222,75.2638888888889,108.530555555556,1804.88055555556,1696.35,1729.61666666667,1438.05833333333
"335","TIAM_7141_A",2018,"Tilia","americana","Tilia americana","American basswood","7141*A",117,122,308,58.9,2.032,"12-15-1912",186,191,226.783333333333,271.027777777778,2875.02222222222,2603.99444444444,2648.23888888889,86.75,114.169444444444,1864.49722222222,1750.32777777778,1777.74722222222,1582.69444444444
"336","TIAM_7141_A",2019,"Tilia","americana","Tilia americana","American basswood","7141*A",109,111,243,58.9,1.6891,"12-15-1912",132,134,202.997222222222,228.5,2104.28333333333,1875.78333333333,1901.28611111111,86.3694444444445,101.872222222222,1370.50555555556,1268.63333333333,1284.13611111111,1392.34444444445
"337","TIAM_7141_A",2020,"Tilia","americana","Tilia americana","American basswood","7141*A",112,126,250,58.9,2.0066,"12-15-1912",124,138,222.944444444445,294.888888888889,2283.94444444444,1989.05555555555,2061,75.8055555555556,109.805555555556,1522.97222222222,1413.16666666667,1447.16666666667,1466.16666666667
"338","TIAM_7141_A",2021,"Tilia","americana","Tilia americana","American basswood","7141*A",114,114,247,58.9,0.762,"12-15-1912",133,133,241.555555555556,241.555555555556,2199.80555555556,1958.25,1958.25,110.861111111111,110.861111111111,1440.41666666667,1329.55555555556,1329.55555555556,1398.36111111111
"339","TIAM_7141_A",2022,"Tilia","americana","Tilia americana","American basswood","7141*A",107,117,250,58.9,1.4351,"12-15-1912",133,143,238.666666666667,286.083333333333,2372.69444444444,2086.61111111111,2134.02777777778,99.0277777777778,117.583333333333,1565.88888888889,1448.30555555556,1466.86111111111,1383.83333333333
"340","TIAM_7141_A",2023,"Tilia","americana","Tilia americana","American basswood","7141*A",104,108,256,58.9,1.1811,"12-15-1912",148,152,242.75,267.722222222222,2351.72222222222,2084,2108.97222222222,91.6388888888889,99.8333333333333,1509.13888888889,1409.30555555555,1417.5,1450.02777777778
"341","TIAM_7141_A",2024,"Tilia","americana","Tilia americana","American basswood","7141*A",NA,117,227,58.9,2.1844,"12-15-1912",110,NA,NA,233.805555555556,1937,1703.19444444444,NA,NA,87.3611111111111,1263.94444444444,1176.58333333333,NA,1361.33333333333
