"","id","year","genus","species","latbi","commonName","plantNickname","budburst","leafout","coloredLeaves","DBH","lengthMM","accessionDate","pgs","fgs","budburstGDD5","leafoutGDD5","leafcolorGDD5","pgsGDD5","fgsGDD5","budburstGDD10","leafoutGDD10","leafcolorGDD10","pgsGDD10","fgsGDD10","pgsGDD10AVG"
"352","AEFL_925-79_B",2021,"Aesculus","flava","Aesculus flava","Yellow buckeye","925-79*B",98,98,196,44.5,3.4925,"09-24-1979",98,98,157.222222222222,157.222222222222,1306.97222222222,1149.75,1149.75,66.3055555555555,66.3055555555555,802.583333333333,736.277777777778,736.277777777778,1215.94444444444
"353","AEFL_925-79_B",2022,"Aesculus","flava","Aesculus flava","Yellow buckeye","925-79*B",106,107,279,44.5,4.0513,"09-24-1979",172,173,236.611111111111,238.666666666667,2694.52777777778,2455.86111111111,2457.91666666667,99.0277777777778,99.0277777777778,1752.86111111111,1653.83333333333,1653.83333333333,1347.88888888889
"354","AEFL_925-79_B",2023,"Aesculus","flava","Aesculus flava","Yellow buckeye","925-79*B",102,104,259,44.5,3.7846,"09-24-1979",155,157,211.972222222222,242.75,2391.16666666667,2148.41666666667,2179.19444444444,70.8055555555555,91.6388888888889,1533.58333333333,1441.94444444444,1462.77777777778,1473.75
"355","AEFL_925-79_B",2024,"Aesculus","flava","Aesculus flava","Yellow buckeye","925-79*B",106,107,227,44.5,4.2926,"09-24-1979",120,121,178.111111111111,186.305555555555,1937,1750.69444444444,1758.88888888889,61.3333333333333,66.5833333333333,1263.94444444444,1197.36111111111,1202.61111111111,1284.11111111111
"80","BEAL_12843_A",2015,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",NA,NA,278,73.8,1.778,"10-15-1900",NA,NA,NA,NA,2574.53611111111,NA,NA,NA,NA,1707.93611111111,NA,NA,NA
"81","BEAL_12843_A",2016,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",109,114,278,73.8,0.5461,"10-15-1900",164,169,245.7,288.936111111111,2712.38333333333,2423.44722222222,2466.68333333333,102.4,126.936111111111,1783.31944444445,1656.38333333333,1680.91944444445,1632.25555555556
"82","BEAL_12843_A",2017,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",102,117,276,73.8,1.4224,"10-15-1900",159,174,192.547222222222,290.847222222222,2543.18611111111,2252.33888888889,2350.63888888889,78.8833333333333,129.747222222222,1631.07777777778,1501.33055555556,1552.19444444444,1470.93333333333
"83","BEAL_12843_A",2018,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",118,122,264,73.8,1.0668,"10-15-1900",142,146,237.494444444444,271.027777777778,2543.375,2272.34722222222,2305.88055555556,93.475,114.169444444444,1690.14444444444,1575.975,1596.66944444444,1639.93055555556
"84","BEAL_12843_A",2019,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",107,114,262,73.8,2.032,"10-15-1900",148,155,182.938888888889,248.941666666667,2336.10833333333,2087.16666666667,2153.16944444445,73.8111111111112,110.172222222222,1514.13333333333,1403.96111111111,1440.32222222222,1399.125
"85","BEAL_12843_A",2020,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",110,126,257,73.8,1.0922,"10-15-1900",131,147,217.25,294.888888888889,2389.72222222222,2094.83333333333,2172.47222222222,75.0000000000001,109.805555555556,1594.61111111111,1484.80555555555,1519.61111111111,1513.63888888889
"86","BEAL_12843_A",2021,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",108,114,261,73.8,1.8542,"10-15-1900",147,153,200.972222222222,241.555555555556,2411.02777777778,2169.47222222222,2210.05555555556,85.4722222222222,110.861111111111,1581.63888888889,1470.77777777778,1496.16666666667,1470.77777777778
"87","BEAL_12843_A",2022,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",105,125,250,73.8,1.905,"10-15-1900",125,145,228.25,331.583333333333,2372.69444444444,2041.11111111111,2144.44444444444,93.4166666666667,137.222222222222,1565.88888888889,1428.66666666667,1472.47222222222,1428.66666666667
"88","BEAL_12843_A",2023,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",104,104,256,73.8,1.9685,"10-15-1900",152,152,242.75,242.75,2351.72222222222,2108.97222222222,2108.97222222222,91.6388888888889,91.6388888888889,1509.13888888889,1417.5,1417.5,1417.5
"89","BEAL_12843_A",2024,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*A",NA,124,NA,73.8,1.1557,"10-15-1900",NA,NA,NA,287.972222222222,NA,NA,NA,NA,116.277777777778,NA,NA,NA,NA
"90","BEAL_12843_D",2015,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*D",NA,NA,270,70.9,1.3716,"10-15-1900",NA,NA,NA,NA,2494.25277777778,NA,NA,NA,NA,1665.45277777778,NA,NA,NA
"91","BEAL_12843_D",2016,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*D",112,119,271,70.9,0.6985,"10-15-1900",152,159,265.2,315.386111111111,2649.15833333333,2333.77222222222,2383.95833333333,113.066666666667,140.347222222222,1754.73888888889,1614.39166666667,1641.67222222222,1618.84444444445
"92","BEAL_12843_D",2017,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*D",102,118,276,70.9,1.2065,"10-15-1900",158,174,192.547222222222,306.980555555556,2543.18611111111,2236.20555555556,2350.63888888889,78.8833333333333,140.880555555556,1631.07777777778,1490.19722222222,1552.19444444444,1459.8
"93","BEAL_12843_D",2018,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*D",114,123,266,70.9,0.7493,"10-15-1900",143,152,202.072222222222,291.277777777778,2562.29722222222,2271.01944444444,2360.225,75.2,129.419444444444,1700.15555555556,1570.73611111111,1624.95555555556,1624.68055555556
"94","BEAL_12843_D",2019,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*D",107,122,260,70.9,1.3589,"10-15-1900",138,153,182.938888888889,279.566666666667,2321.825,2042.25833333333,2138.88611111111,73.8111111111112,120.366666666667,1506.08888888889,1385.72222222222,1432.27777777778,1388.93055555556
"95","BEAL_12843_D",2020,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*D",112,126,258,70.9,0.889,"10-15-1900",132,146,222.944444444445,294.888888888889,2402.36111111111,2107.47222222222,2179.41666666667,75.8055555555556,109.805555555556,1602.25,1492.44444444444,1526.44444444444,1513.63888888889
"96","BEAL_12843_E",2015,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*E",NA,NA,250,56.2,1.27,"10-15-1900",NA,NA,NA,NA,2206.925,NA,NA,NA,NA,1474.025,NA,NA,NA
"97","BEAL_12843_E",2016,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*E",102,114,260,56.2,0.6604,"10-15-1900",146,158,215.652777777778,288.936111111111,2497.025,2208.08888888889,2281.37222222222,89.8416666666667,126.936111111111,1652.69166666667,1525.75555555556,1562.85,1632.25555555556
"98","BEAL_12843_E",2017,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*E",102,117,242,56.2,1.2573,"10-15-1900",125,140,192.547222222222,290.847222222222,2074.31944444444,1783.47222222222,1881.77222222222,78.8833333333333,129.747222222222,1322.6,1192.85277777778,1243.71666666667,1470.93333333333
"99","BEAL_12843_E",2018,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*E",114,122,280,56.2,0.8763,"10-15-1900",158,166,202.072222222222,271.027777777778,2709.96111111111,2438.93333333333,2507.88888888889,75.2,114.169444444444,1783.61111111111,1669.44166666667,1708.41111111111,1639.93055555556
"100","BEAL_12843_E",2019,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*E",107,110,260,56.2,1.7526,"10-15-1900",150,153,182.938888888889,216.791666666667,2321.825,2105.03333333333,2138.88611111111,73.8111111111112,95.163888888889,1506.08888888889,1410.925,1432.27777777778,1414.13333333333
"101","BEAL_12843_E",2020,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*E",108,126,258,56.2,0.9779,"10-15-1900",132,150,211.25,294.888888888889,2402.36111111111,2107.47222222222,2191.11111111111,71.5000000000001,109.805555555556,1602.25,1492.44444444444,1530.75,1513.63888888889
"102","BEAL_12843_H",2015,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*H",NA,NA,282,64.6,1.3843,"10-15-1900",NA,NA,NA,NA,2611.68611111111,NA,NA,NA,NA,1729.10833333333,NA,NA,NA
"103","BEAL_12843_H",2016,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*H",110,121,281,64.6,0.4572,"10-15-1900",160,171,250.702777777778,323.752777777778,2739.09722222222,2415.34444444444,2488.39444444444,104.172222222222,143.713888888889,1799.89166666667,1656.17777777778,1695.71944444445,1615.47777777778
"104","BEAL_12843_H",2017,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*H",102,117,288,64.6,1.2192,"10-15-1900",171,186,192.547222222222,290.847222222222,2696.12777777778,2405.28055555556,2503.58055555556,78.8833333333333,129.747222222222,1728.77222222222,1599.025,1649.88888888889,1470.93333333333
"105","BEAL_12843_H",2018,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*H",118,122,293,64.6,0.7874,"10-15-1900",171,175,237.494444444444,271.027777777778,2813.08055555555,2542.05277777778,2575.58611111111,93.475,114.169444444444,1843.29444444444,1729.125,1749.81944444444,1639.93055555556
"106","BEAL_12843_H",2019,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*H",112,122,265,64.6,1.8669,"10-15-1900",143,153,235.522222222222,279.566666666667,2380.09444444445,2100.52777777778,2144.57222222222,104.436111111111,120.366666666667,1545.03055555556,1424.66388888889,1440.59444444445,1388.93055555556
"107","BEAL_12843_H",2020,"Betula","alleghaniensis","Betula alleghaniensis","Yellow birch","12843*H",120,126,271,64.6,0.6096,"10-15-1900",145,151,241.694444444445,294.888888888889,2545.08333333333,2250.19444444444,2303.38888888889,80.5000000000001,109.805555555556,1690.25,1580.44444444444,1609.75,1513.63888888889
"11","BENI_1199_D",2015,"Betula","nigra","Betula nigra","River birch","1199*D",NA,NA,282,68,NA,"07-17-1877",NA,NA,NA,NA,2611.68611111111,NA,NA,NA,NA,1729.10833333333,NA,NA,NA
"12","BENI_1199_D",2016,"Betula","nigra","Betula nigra","River birch","1199*D",114,132,305,68,NA,"07-17-1877",173,191,288.936111111111,381.222222222222,2912.06944444444,2530.84722222222,2623.13333333333,126.936111111111,167.977777777778,1892.01111111111,1724.03333333333,1765.075,1647.6
"13","BENI_1199_D",2017,"Betula","nigra","Betula nigra","River birch","1199*D",100,118,283,68,NA,"07-17-1877",165,183,168.266666666667,306.980555555556,2647.58611111111,2340.60555555555,2479.31944444444,64.6027777777778,140.880555555556,1700.56388888889,1559.68333333333,1635.96111111111,1509.02777777778
"14","BENI_1199_D",2018,"Betula","nigra","Betula nigra","River birch","1199*D",125,125,294,68,NA,"07-17-1877",169,169,324.438888888889,324.438888888889,2815.32222222222,2490.88333333333,2490.88333333333,152.580555555556,152.580555555556,1843.29444444444,1690.71388888889,1690.71388888889,1631.03055555556
"15","BENI_1199_D",2019,"Betula","nigra","Betula nigra","River birch","1199*D",112,126,264,68,NA,"07-17-1877",138,152,235.522222222222,299.816666666667,2363.15555555556,2063.33888888889,2127.63333333333,104.436111111111,126.252777777778,1533.09166666667,1406.83888888889,1428.65555555556,1303.43888888889
"16","BENI_1199_D",2020,"Betula","nigra","Betula nigra","River birch","1199*D",126,128,271,68,NA,"07-17-1877",143,145,294.888888888889,304.361111111111,2545.08333333333,2240.72222222222,2250.19444444444,109.805555555556,114.277777777778,1690.25,1575.97222222222,1580.44444444444,1487.97222222222
"17","BENI_1199_J",2015,"Betula","nigra","Betula nigra","River birch","1199*J",NA,NA,270,89.1,0.9906,"07-17-1877",NA,NA,NA,NA,2494.25277777778,NA,NA,NA,NA,1665.45277777778,NA,NA,NA
"18","BENI_1199_J",2016,"Betula","nigra","Betula nigra","River birch","1199*J",114,130,279,89.1,1.4478,"07-17-1877",149,165,288.936111111111,361.85,2719.08611111111,2357.23611111111,2430.15,126.936111111111,154.258333333333,1786.52777777778,1632.26944444445,1659.59166666667,1661.31944444445
"19","BENI_1199_J",2017,"Betula","nigra","Betula nigra","River birch","1199*J",100,118,276,89.1,0.9906,"07-17-1877",158,176,168.266666666667,306.980555555556,2543.18611111111,2236.20555555556,2374.91944444444,64.6027777777778,140.880555555556,1631.07777777778,1490.19722222222,1566.475,1509.02777777778
"20","BENI_1199_J",2018,"Betula","nigra","Betula nigra","River birch","1199*J",122,122,272,89.1,1.0414,"07-17-1877",150,150,271.027777777778,271.027777777778,2630.55277777778,2359.525,2359.525,114.169444444444,114.169444444444,1739.34722222222,1625.17777777778,1625.17777777778,1669.44166666667
"21","BENI_1199_J",2019,"Betula","nigra","Betula nigra","River birch","1199*J",111,126,251,89.1,0.6096,"07-17-1877",125,140,228.5,299.816666666667,2212.11111111111,1912.29444444445,1983.61111111111,101.872222222222,126.252777777778,1438.33333333333,1312.08055555556,1336.46111111111,1303.43888888889
"22","BENI_1199_J",2020,"Betula","nigra","Betula nigra","River birch","1199*J",126,128,258,89.1,0.635,"07-17-1877",130,132,294.888888888889,304.361111111111,2402.36111111111,2098,2107.47222222222,109.805555555556,114.277777777778,1602.25,1487.97222222222,1492.44444444444,1487.97222222222
"23","BENI_1251-79_A",2015,"Betula","nigra","Betula nigra","River birch","1251-79*A",NA,NA,270,78,1.6256,"12-20-1979",NA,NA,NA,NA,2494.25277777778,NA,NA,NA,NA,1665.45277777778,NA,NA,NA
"24","BENI_1251-79_A",2016,"Betula","nigra","Betula nigra","River birch","1251-79*A",111,127,281,78,3.4036,"12-20-1979",154,170,255.144444444444,343.369444444445,2739.09722222222,2395.72777777778,2483.95277777778,105.511111111111,145.972222222222,1799.89166666667,1653.91944444445,1694.38055555556,1669.60555555556
"25","BENI_1251-79_A",2017,"Betula","nigra","Betula nigra","River birch","1251-79*A",100,108,276,78,4.0894,"12-20-1979",168,176,168.266666666667,242.377777777778,2543.18611111111,2300.80833333333,2374.91944444444,64.6027777777778,108.713888888889,1631.07777777778,1522.36388888889,1566.475,1541.19444444444
"26","BENI_1251-79_A",2018,"Betula","nigra","Betula nigra","River birch","1251-79*A",118,125,285,78,4.7498,"12-20-1979",160,167,237.494444444444,324.438888888889,2770.60555555556,2446.16666666667,2533.11111111111,93.475,152.580555555556,1820.44722222222,1667.86666666667,1726.97222222222,1631.03055555556
"27","BENI_1251-79_A",2019,"Betula","nigra","Betula nigra","River birch","1251-79*A",107,122,230,78,2.159,"12-20-1979",108,123,182.938888888889,279.566666666667,1889.78333333333,1610.21666666667,1706.84444444444,73.8111111111112,120.366666666667,1220.83333333333,1100.46666666667,1147.02222222222,1309.325
"28","BENI_1251-79_A",2020,"Betula","nigra","Betula nigra","River birch","1251-79*A",126,128,253,78,5.4102,"12-20-1979",125,127,294.888888888889,304.361111111111,2336.72222222222,2032.36111111111,2041.83333333333,109.805555555556,114.277777777778,1560.75,1446.47222222222,1450.94444444444,1487.97222222222
"29","BENI_1251-79_A",2024,"Betula","nigra","Betula nigra","River birch","1251-79*A",110,124,NA,78,3.048,"12-20-1979",NA,NA,199.722222222222,287.972222222222,NA,NA,NA,71.2222222222222,116.277777777778,NA,NA,NA,1434.91666666667
"30","BENI_1251-79_B",2015,"Betula","nigra","Betula nigra","River birch","1251-79*B",142,NA,254,70.8,1.3208,"12-20-1979",NA,112,428.072222222222,NA,2284.975,NA,1856.90277777778,224.747222222222,NA,1532.075,NA,1307.32777777778,NA
"31","BENI_1251-79_B",2016,"Betula","nigra","Betula nigra","River birch","1251-79*B",111,125,281,70.8,0.8382,"12-20-1979",156,170,255.144444444444,336.738888888889,2739.09722222222,2402.35833333333,2483.95277777778,105.511111111111,144.972222222222,1799.89166666667,1654.91944444445,1694.38055555556,1670.60555555556
"32","BENI_1251-79_B",2017,"Betula","nigra","Betula nigra","River birch","1251-79*B",101,117,276,70.8,1.0541,"12-20-1979",159,175,183.927777777778,290.847222222222,2543.18611111111,2252.33888888889,2359.25833333333,75.2638888888889,129.747222222222,1631.07777777778,1501.33055555556,1555.81388888889,1520.16111111111
"33","BENI_1251-79_B",2018,"Betula","nigra","Betula nigra","River birch","1251-79*B",118,122,272,70.8,4.2037,"12-20-1979",150,154,237.494444444444,271.027777777778,2630.55277777778,2359.525,2393.05833333333,93.475,114.169444444444,1739.34722222222,1625.17777777778,1645.87222222222,1669.44166666667
"34","BENI_1251-79_B",2019,"Betula","nigra","Betula nigra","River birch","1251-79*B",107,122,249,70.8,2.7305,"12-20-1979",127,142,182.938888888889,279.566666666667,2186.39722222222,1906.83055555556,2003.45833333333,73.8111111111112,120.366666666667,1422.61944444445,1302.25277777778,1348.80833333333,1309.325
"35","BENI_1251-79_B",2020,"Betula","nigra","Betula nigra","River birch","1251-79*B",126,133,253,70.8,2.0193,"12-20-1979",120,127,294.888888888889,327.166666666667,2336.72222222222,2009.55555555555,2041.83333333333,109.805555555556,125.194444444444,1560.75,1435.55555555556,1450.94444444444,1477.05555555556
"36","BENI_1251-79_B",2021,"Betula","nigra","Betula nigra","River birch","1251-79*B",114,122,261,70.8,2.1336,"12-20-1979",139,147,241.555555555556,293.333333333333,2411.02777777778,2117.69444444444,2169.47222222222,110.861111111111,135.305555555556,1581.63888888889,1446.33333333333,1470.77777777778,1446.33333333333
"37","BENI_1251-79_B",2022,"Betula","nigra","Betula nigra","River birch","1251-79*B",103,125,238,70.8,2.5527,"12-20-1979",113,135,215.861111111111,331.583333333333,2182.16666666667,1850.58333333333,1966.30555555556,88.1111111111111,137.222222222222,1435.36111111111,1298.13888888889,1347.25,1298.13888888889
"38","BENI_1251-79_B",2023,"Betula","nigra","Betula nigra","River birch","1251-79*B",104,108,231,70.8,3.5433,"12-20-1979",123,127,242.75,267.722222222222,1924.25,1656.52777777778,1681.5,91.6388888888889,99.8333333333333,1206.66666666667,1106.83333333333,1115.02777777778,1106.83333333333
"39","BENI_1251-79_B",2024,"Betula","nigra","Betula nigra","River birch","1251-79*B",121,121,257,70.8,1.9304,"12-20-1979",136,136,267.527777777778,267.527777777778,2373.80555555555,2106.27777777778,2106.27777777778,106.694444444444,106.694444444444,1551.19444444444,1444.5,1444.5,1444.5
"40","BENI_1251-79_E",2015,"Betula","nigra","Betula nigra","River birch","1251-79*E",NA,NA,278,70,2.6289,"12-20-1979",NA,NA,NA,NA,2574.53611111111,NA,NA,NA,NA,1707.93611111111,NA,NA,NA
"41","BENI_1251-79_E",2016,"Betula","nigra","Betula nigra","River birch","1251-79*E",112,130,281,70,4.5466,"12-20-1979",151,169,265.2,361.85,2739.09722222222,2377.24722222222,2473.89722222222,113.066666666667,154.258333333333,1799.89166666667,1645.63333333333,1686.825,1661.31944444445
"42","BENI_1251-79_E",2017,"Betula","nigra","Betula nigra","River birch","1251-79*E",101,118,283,70,5.1054,"12-20-1979",165,182,183.927777777778,306.980555555556,2647.58611111111,2340.60555555555,2463.65833333333,75.2638888888889,140.880555555556,1700.56388888889,1559.68333333333,1625.3,1509.02777777778
"43","BENI_1251-79_E",2018,"Betula","nigra","Betula nigra","River birch","1251-79*E",122,125,280,70,5.7785,"12-20-1979",155,158,271.027777777778,324.438888888889,2709.96111111111,2385.52222222222,2438.93333333333,114.169444444444,152.580555555556,1783.61111111111,1631.03055555556,1669.44166666667,1631.03055555556
"44","BENI_1251-79_E",2019,"Betula","nigra","Betula nigra","River birch","1251-79*E",110,126,258,70,2.3114,"12-20-1979",132,148,216.791666666667,299.816666666667,2300.24722222222,2000.43055555556,2083.45555555556,95.163888888889,126.252777777778,1494.21666666667,1367.96388888889,1399.05277777778,1303.43888888889
"45","BENI_1251-79_E",2020,"Betula","nigra","Betula nigra","River birch","1251-79*E",126,126,258,70,5.334,"12-20-1979",132,132,294.888888888889,294.888888888889,2402.36111111111,2107.47222222222,2107.47222222222,109.805555555556,109.805555555556,1602.25,1492.44444444444,1492.44444444444,1492.44444444444
"223","CAGL_20098_A",2016,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",118,118,NA,62.9,1.2954,"07-01-1883",NA,NA,310.275,310.275,NA,NA,NA,137.736111111111,137.736111111111,NA,NA,NA,1677.84166666667
"224","CAGL_20098_A",2017,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",110,118,285,62.9,2.159,"07-01-1883",167,175,251.691666666667,306.980555555556,2663.82777777778,2356.84722222222,2412.13611111111,112.425,140.880555555556,1708.97222222222,1568.09166666667,1596.54722222222,1549.83611111111
"225","CAGL_20098_A",2018,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",118,122,258,62.9,1.778,"07-01-1883",136,140,237.494444444444,271.027777777778,2454.33611111111,2183.30833333333,2216.84166666667,93.475,114.169444444444,1631.10555555556,1516.93611111111,1537.63055555556,1529.73055555556
"226","CAGL_20098_A",2019,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",108,111,253,62.9,2.1463,"07-01-1883",142,145,188.194444444444,228.5,2237.02777777778,2008.52777777778,2048.83333333333,76.5666666666667,101.872222222222,1453.25,1351.37777777778,1376.68333333333,1351.37777777778
"227","CAGL_20098_A",2020,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",125,127,259,62.9,1.4986,"07-01-1883",132,134,290.027777777778,298.25,2410.83333333333,2112.58333333333,2120.80555555555,107.444444444444,110.666666666667,1606.86111111111,1496.19444444444,1499.41666666667,1491.58333333333
"228","CAGL_20098_A",2021,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",113,115,NA,62.9,1.3462,"07-01-1883",NA,NA,231.972222222222,245.944444444444,NA,NA,NA,104.972222222222,111.861111111111,NA,NA,NA,1397.36111111111
"229","CAGL_20098_A",2022,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",114,116,251,62.9,0.9144,"07-01-1883",135,137,273.138888888889,282.083333333333,2385.38888888889,2103.30555555556,2112.25,113.333333333333,116.083333333333,1573.58333333333,1457.5,1460.25,1457.5
"230","CAGL_20098_A",2023,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",104,112,NA,62.9,0.9652,"07-01-1883",NA,NA,242.75,283.527777777778,NA,NA,NA,91.6388888888889,104.611111111111,NA,NA,NA,NA
"231","CAGL_20098_A",2024,"Carya","glabra","Carya glabra","Pignut hickory","20098*A",NA,123,NA,62.9,2.2733,"07-01-1883",NA,NA,NA,282.222222222222,NA,NA,NA,NA,114.083333333333,NA,NA,NA,NA
"232","CAGL_2019_R",2016,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",118,122,285,47.6,1.8415,"10-19-1883",163,167,310.275,327.430555555556,2768.725,2441.29444444444,2458.45,137.736111111111,144.763888888889,1815.57777777778,1670.81388888889,1677.84166666667,1670.81388888889
"233","CAGL_2019_R",2017,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",100,117,306,47.6,1.0287,"10-19-1883",189,206,168.266666666667,290.847222222222,2860.95555555556,2570.10833333333,2692.68888888889,64.6027777777778,129.747222222222,1822.66666666667,1692.91944444444,1758.06388888889,1560.96944444444
"234","CAGL_2019_R",2018,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",118,122,273,47.6,1.2573,"10-19-1883",151,155,237.494444444444,271.027777777778,2639.63611111111,2368.60833333333,2402.14166666667,93.475,114.169444444444,1744.68333333333,1630.51388888889,1651.20833333333,1529.73055555556
"235","CAGL_2019_R",2019,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",108,111,251,47.6,1.1176,"10-19-1883",140,143,188.194444444444,228.5,2212.11111111111,1983.61111111111,2023.91666666667,76.5666666666667,101.872222222222,1438.33333333333,1336.46111111111,1361.76666666667,1351.37777777778
"236","CAGL_2019_R",2020,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",124,126,260,47.6,1.3462,"10-19-1883",134,136,280.722222222222,294.888888888889,2422.52777777778,2127.63888888889,2141.80555555555,102.083333333333,109.805555555556,1613.61111111111,1503.80555555555,1511.52777777778,1492.44444444444
"237","CAGL_2019_R",2021,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",113,113,265,47.6,1.1557,"10-19-1883",152,152,231.972222222222,231.972222222222,2462.83333333333,2230.86111111111,2230.86111111111,104.972222222222,104.972222222222,1613.63888888889,1508.66666666667,1508.66666666667,1404.25
"238","CAGL_2019_R",2022,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",114,119,NA,47.6,0.8509,"10-19-1883",NA,NA,273.138888888889,293.138888888889,NA,NA,NA,113.333333333333,119.638888888889,NA,NA,NA,1453.94444444444
"239","CAGL_2019_R",2023,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",104,112,NA,47.6,0.8509,"10-19-1883",NA,NA,242.75,283.527777777778,NA,NA,NA,91.6388888888889,104.611111111111,NA,NA,NA,NA
"240","CAGL_2019_R",2024,"Carya","glabra","Carya glabra","Pignut hickory","2019*R",119,119,NA,47.6,1.143,"10-19-1883",NA,NA,249.444444444444,249.444444444444,NA,NA,NA,97.3055555555555,97.3055555555555,NA,NA,NA,NA
"241","CAGL_2019_S",2016,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",122,122,285,67.4,1.3843,"10-19-1883",163,163,327.430555555556,327.430555555556,2768.725,2441.29444444444,2441.29444444444,144.763888888889,144.763888888889,1815.57777777778,1670.81388888889,1670.81388888889,1670.81388888889
"242","CAGL_2019_S",2017,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",100,118,285,67.4,1.8034,"10-19-1883",167,185,168.266666666667,306.980555555556,2663.82777777778,2356.84722222222,2495.56111111111,64.6027777777778,140.880555555556,1708.97222222222,1568.09166666667,1644.36944444444,1549.83611111111
"243","CAGL_2019_S",2018,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",NA,123,258,67.4,1.5113,"10-19-1883",135,NA,NA,291.277777777778,2454.33611111111,2163.05833333333,NA,NA,129.419444444444,1631.10555555556,1501.68611111111,NA,1514.48055555556
"244","CAGL_2019_S",2019,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",108,115,260,67.4,1.7018,"10-19-1883",145,152,188.194444444444,253.602777777778,2321.825,2068.22222222222,2133.63055555556,76.5666666666667,112.269444444445,1506.08888888889,1393.81944444445,1429.52222222222,1340.98055555556
"245","CAGL_2019_S",2020,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",125,127,251,67.4,1.3843,"10-19-1883",124,126,290.027777777778,298.25,2300.88888888889,2002.63888888889,2010.86111111111,107.444444444444,110.666666666667,1534.91666666667,1424.25,1427.47222222222,1491.58333333333
"246","CAGL_2019_S",2021,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",118,123,243,67.4,1.7526,"10-19-1883",120,125,265.916666666667,302.277777777778,2146.86111111111,1844.58333333333,1880.94444444444,121.5,139.611111111111,1407.47222222222,1267.86111111111,1285.97222222222,1369.61111111111
"247","CAGL_2019_S",2022,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",114,116,251,67.4,1.3335,"10-19-1883",135,137,273.138888888889,282.083333333333,2385.38888888889,2103.30555555556,2112.25,113.333333333333,116.083333333333,1573.58333333333,1457.5,1460.25,1457.5
"248","CAGL_2019_S",2023,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",104,112,NA,67.4,0.8382,"10-19-1883",NA,NA,242.75,283.527777777778,NA,NA,NA,91.6388888888889,104.611111111111,NA,NA,NA,NA
"249","CAGL_2019_S",2024,"Carya","glabra","Carya glabra","Pignut hickory","2019*S",NA,123,NA,67.4,1.397,"10-19-1883",NA,NA,NA,282.222222222222,NA,NA,NA,NA,114.083333333333,NA,NA,NA,NA
